		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111101100    2    3    2    2    2    5    3    1  4.255341 0.833382 SUCCESS 138
111101110    2    5    2    0    3    3    1    2  6.671567 0.572447 SUCCESS 139
111110000    0    1    2    2    0    0    2    0 11.063803 0.198110 SUCCESS 140
111110010    2    3    4    0    1    2    2    1  5.635568 0.687978 SUCCESS 141
111110100    1    3    2    1    1    2    2    2  3.030678 0.932418 SUCCESS 142
111110110    2    1    2    1    1    5    6    2 11.034014 0.199779 SUCCESS 143
111111000    0    2    3    0    3    1    2    1  7.141573 0.521438 SUCCESS 144
111111010    3    1    2    1    2    0    3    1  5.509792 0.701955 SUCCESS 145
111111100    2    1    4    0    2    0    1    0 10.405133 0.237734 SUCCESS 146
111111110    2    0    6    0    3    0    2    2 13.261576 0.103161 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    1    2    0    1    2    0    0    0 11.848249 0.158104 SUCCESS   0
000000011    5    6    1    5    1    0    2    2 15.396461 0.051880 SUCCESS   1
000000101    2    3    3    1    4    0    4    2  5.887121 0.659874 SUCCESS   2
000000111    4    3    1    4    1    1    1    3  5.824233 0.666913 SUCCESS   3
000001001    3    3    2    1    1    2    4    1  4.066676 0.851058 SUCCESS   4
000001011    1    2    3    3    1    4    4    1  5.039787 0.753315 SUCCESS   5
000001101    4    5    2    3    2    3    2    2  4.444005 0.815009 SUCCESS   6
000001111    2    3    2    5    1    3    4    1  6.012897 0.645787 SUCCESS   7
000010001    3    3    0    4    1    3    2    0  7.393125 0.494871 SUCCESS   8
000010011    4    1    1    1    1    0    5    2  9.872239 0.274108 SUCCESS   9
000010101    2    2    2    1    3    1    1    2  3.030678 0.932418 SUCCESS  10
000010111    1    0    3    2    2    5    3    2  6.671567 0.572447 SUCCESS  11
000011001    2    4    5    1    4    3    1    3  6.986007 0.538143 SUCCESS  12
000011011    2    5    1    1    3    5    4    1  9.465122 0.304589 SUCCESS  13
000011101    2    4    3    0    2    5    0    6 14.549126 0.068529 SUCCESS  14
000011111    2    1    2    6    4    3    6    0 15.522237 0.049752 SUCCESS  15
000100011    5    4    1    3    1    4    3    1  7.770453 0.456208 SUCCESS  16
000100101    3    1    5    2    0    3    3    3  6.797343 0.558648 SUCCESS  17
000100111    3    1    3    4    1    2    4    2  4.255341 0.833382 SUCCESS  18
000101001    2    1    2    0    2    0    1    0  9.432023 0.307171 SUCCESS  19
000101011    4    3    3    4    5    2    3    1  6.264449 0.617636 SUCCESS  20
000101101    2    4    2    1    1    0    2    0  7.988907 0.434555 SUCCESS  21
000101111    2    1    1    2    2    3    1    2  3.030678 0.932418 SUCCESS  22
000110011    4    3    4    1    4    1    2    2  5.165563 0.739743 SUCCESS  23
000110101    3    3    1    0    1    2    1    5  8.240459 0.410341 SUCCESS  24
000110111    5    3    2    2    4    4    7    1 14.926455 0.060591 SUCCESS  25
000111001    1    1    1    4    2    4    2    2  4.914011 0.766726 SUCCESS  26
000111011    3    5    1    0    0    1    3    5 12.602906 0.126262 SUCCESS  27
000111101    3    2    3    3    3    2    2    4  1.839114 0.985553 SUCCESS  28
000111111    3    2    1    6    3    2    2    0  9.276457 0.319514 SUCCESS  29
001000011    1    2    2    0    2    5    3    2  6.608679 0.579380 SUCCESS  30
001000101    1    1    4    5    1    2    0    2  9.087793 0.334944 SUCCESS  31
001000111    4    5    1    3    3    2    0    1  8.429123 0.392713 SUCCESS  32
001001011    1    0    4    3    2    5    4    3  8.617787 0.375557 SUCCESS  33
001001101    0    1    0    1    3    1    3    4  8.899129 0.350877 SUCCESS  34
001001111    2    1    2    3    3    1    2    4  3.282230 0.915418 SUCCESS  35
001010011    3    0    1    2    2    1    3    1  5.509792 0.701955 SUCCESS  36
001010101    1    1    5    2    3    2    0    4  8.366235 0.398537 SUCCESS  37
001010111    1    2    4    4    5    2    1    1  7.644677 0.468925 SUCCESS  38
001011011    3    2    2    3    3    0    5    3  6.012897 0.645787 SUCCESS  39
001011101    2    1    2    2    0    3    1    0  7.078684 0.528168 SUCCESS  40
001011111    2    2    1    1    3    3    3    2  2.372008 0.967432 SUCCESS  41
001100101    1    3    1    5    5    5    0    1 13.638904 0.091676 SUCCESS  42
001100111    6    1    3    0    4    2    3    2 10.249568 0.247945 SUCCESS  43
001101011    1    4    1    0    1    1    3    2  7.204461 0.514742 SUCCESS  44
001101101    1    4    2    3    1    0    1    1  7.204461 0.514742 SUCCESS  45
001101111    7    1    1    2    3    3    4    5 14.800679 0.063139 SUCCESS  46
001110101    0    5    3    4    4    1    2    4  9.528010 0.299727 SUCCESS  47
001110111    2    2    3    1    2    2    4    4  3.408006 0.906211 SUCCESS  48
001111011    3    0    1    3    1    2    1    5  8.240459 0.410341 SUCCESS  49
001111101    0    3    2    1    2    2    6    1  9.998015 0.265165 SUCCESS  50
001111111    6    2    4    3    3    0    3    3  9.590898 0.294921 SUCCESS  51
010000011    2    4    3    4    0    4    1    6 12.132900 0.145372 SUCCESS  52
010000111    0    2    4    1    8    4    3    4 19.884684 0.010781 SUCCESS  53
010001011    2    2    2    3    1    3    1    2  2.309120 0.970039 SUCCESS  54
010001111    2    2    2    2    0    3    1    0  6.294238 0.614310 SUCCESS  55
010010011    3    0    0    5    3    2    0    7 19.507355 0.012370 SUCCESS  56
010010111    4    3    2    2    2    4    2    3  2.686448 0.952469 SUCCESS  57
010011011    1    1    1    1    3    2    5    6 11.881348 0.156577 SUCCESS  58
010011111    4    1    2    1    2    0    2    3  5.635568 0.687978 SUCCESS  59
010100011    0    1    5    3    2    3    4    2  7.644677 0.468925 SUCCESS  60
010100111    2    1    2    1    2    3    2    4  3.219342 0.919848 SUCCESS  61
010101011    2    2    5    1    2    2    2    2  4.129564 0.845248 SUCCESS  62
010101111    2    2    2    2    4    1    1    3  3.219342 0.919848 SUCCESS  63
010110011    2    4    2    1    3    1    0    0  8.051795 0.428427 SUCCESS  64
010110111    3    2    3    1    1    0    7    3 13.576016 0.093508 SUCCESS  65
010111011    1    1    2    3    1    1    0    2  6.231350 0.621335 SUCCESS  66
010111111    1    3    2    3    7    2    0    1 13.513128 0.095372 SUCCESS  67
011000111    2    1    0    3    1    4    2    2  5.635568 0.687978 SUCCESS  68
011001111    4    3    3    0    5    1    4    3  8.680676 0.369946 SUCCESS  69
011010111    0    1    1    3    1    0    2    0 10.279357 0.245964 SUCCESS  70
011011111    4    5    3    4    3    3    5    3  8.273558 0.407215 SUCCESS  71
011101111    1    3    5    2    2    3    4    5  7.959118 0.437474 SUCCESS  72
011111111    4    1    2    2    3    2    0    1  5.635568 0.687978 SUCCESS  73
100000000    1    2    0    1    2    0    0    0 11.848249 0.158104 SUCCESS  74
100010000    2    1    2    3    0    1    2    1  5.446904 0.708915 SUCCESS  75
100100000    3    3    1    2    1    0    3    2  4.788234 0.779952 SUCCESS  76
100101000    1    1    3    3    3    3    1    0  5.635568 0.687978 SUCCESS  77
100110000    1    1    1    1    0    3    2    1  7.015796 0.534929 SUCCESS  78
100111000    4    3    3    3    2    1    0    2  4.976899 0.760042 SUCCESS  79
101000000    1    3    0    1    1    1    2    3  6.294238 0.614310 SUCCESS  80
101000100    2    2    3    1    1    3    0    1  5.509792 0.701955 SUCCESS  81
101001000    3    2    2    2    1    3    1    4  3.282230 0.915418 SUCCESS  82
101001100    3    2    0    2    2    3    3    3  3.282230 0.915418 SUCCESS  83
101010000    0    2    0    1    0    2    0    3 11.126691 0.194624 SUCCESS  84
101010100    0    1    3    3    4    1    4    5  9.402234 0.309508 SUCCESS  85
101011000    2    1    2    1    2    1    3    0  5.446904 0.708915 SUCCESS  86
101011100    2    1    5    2    4    2    2    2  5.102675 0.746548 SUCCESS  87
101100000    2    0    2    3    1    0    1    2  7.078684 0.528168 SUCCESS  88
101100100    0    1    1    2    1    1    2    4  7.141573 0.521438 SUCCESS  89
101101000    2    4    1    0    1    5    3    1  9.150681 0.329745 SUCCESS  90
101101100    1    3    1    1    1    0    3    1  7.078684 0.528168 SUCCESS  91
101110000    0    1    0    1    3    1    2    1  8.647577 0.372892 SUCCESS  92
101110100    4    2    2    1    2    1    1    0  6.357126 0.607295 SUCCESS  93
101111000    1    0    2    2    0    1    1    3  7.863131 0.446953 SUCCESS  94
101111100    1    3    3    2    3    1    3    2  2.434896 0.964698 SUCCESS  95
110000000    2    6    2    3    1    0    1    1 10.782461 0.214332 SUCCESS  96
110000010    2    1    2    1    2    3    1    1  3.815124 0.873406 SUCCESS  97
110000100    3    0    1    4    1    1    6    1 12.540018 0.128687 SUCCESS  98
110001000    4    1    3    3    0    1    1    0  8.899129 0.350877 SUCCESS  99
110001010    0    0    3    2    1    3    2    2  6.357126 0.607295 SUCCESS 100
110010000    1    3    2    3    2    3    2    2  1.587562 0.991157 SUCCESS 101
110010010    0    1    5    3    1    3    1    4  9.213569 0.324601 SUCCESS 102
110010100    3    1    0    4    3    5    4    2  8.617787 0.375557 SUCCESS 103
110011000    3    1    2    4    2    3    2    4  3.470895 0.901437 SUCCESS 104
110011010    2    1    0    2    1    1    4    4  7.330237 0.501457 SUCCESS 105
110100000    3    7    0    1    1    5    2    3 16.243795 0.039021 SUCCESS 106
110100010    4    2    4    0    1    2    2    2  5.761345 0.673945 SUCCESS 107
110100100    1    1    1    3    2    3    0    5  8.240459 0.410341 SUCCESS 108
110101000    0    4    1    0    0    4    2    0 13.010023 0.111505 SUCCESS 109
110101010    1    2    3    2    3    1    6    3  7.707565 0.462545 SUCCESS 110
110101100    3    4    0    2    2    1    4    0  8.240459 0.410341 SUCCESS 111
110110000    1    1    1    4    4    0    4    2  8.303347 0.404413 SUCCESS 112
110110010    1    2    0    2    1    0    2    2  7.015796 0.534929 SUCCESS 113
110110100    1    3    3    3    1    3    0    2  4.851122 0.773363 SUCCESS 114
110111000    0    0    1    1    2    0    5    1 12.947135 0.113682 SUCCESS 115
110111010    4    3    1    0    3    0    1    1  8.899129 0.350877 SUCCESS 116
110111100    2    0    3    2    0    1    2    4  7.267349 0.508082 SUCCESS 117
111000000    3    6    2    3    4    0    2    0 11.881348 0.156577 SUCCESS 118
111000010    4    0    0    3    2    0    2    2  8.899129 0.350877 SUCCESS 119
111000100    2    1    2    3    0    2    3    2  3.940900 0.862416 SUCCESS 120
111000110    1    3    3    1    3    0    2    0  7.204461 0.514742 SUCCESS 121
111001000    1    3    4    3    7    4    3    1 13.106011 0.108254 SUCCESS 122
111001010    0    2    2    3    2    5    3    3  5.950009 0.652832 SUCCESS 123
111001100    5    1    3    5    2    3    2    4  7.959118 0.437474 SUCCESS 124
111010000    5    3    1    0    2    1    2    3  7.456013 0.488323 SUCCESS 125
111010010    6    1    2    2    5    3    1    2 10.312456 0.243777 SUCCESS 126
111010100    2    3    1    3    1    2    4    3  3.345118 0.910872 SUCCESS 127
111010110    2    3    1    2    3    1    5    0  7.456013 0.488323 SUCCESS 128
111011000    1    2    1    2    4    2    1    1  4.725346 0.786488 SUCCESS 129
111011010    2    0    1    1    0    2    0    2  9.432023 0.307171 SUCCESS 130
111011100    0    2    2    2    2    1    4    1  5.572680 0.694975 SUCCESS 131
111100000    3    5    3    1    3    0    2    0  9.150681 0.329745 SUCCESS 132
111100010    1    1    2    1    0    2    3    0  7.863131 0.446953 SUCCESS 133
111100100    0    2    4    1    6    3    2    3 10.249568 0.247945 SUCCESS 134
111100110    4    1    3    5    3    2    3    2  5.291339 0.726032 SUCCESS 135
111101000    4    3    0    0    1    0    1    3 10.530909 0.229720 SUCCESS 136
111101010    3    2    4    2    2    1    8    5 18.252903 0.019408 SUCCESS 137
111101100    1    2    1    2    4    2    2    2  3.156454 0.924159 SUCCESS 138
111101110    2    3    3    1    2    1    3    1  3.156454 0.924159 SUCCESS 139
111110000    4    5    1    2    3    1    3    2  6.012897 0.645787 SUCCESS 140
111110010    1    2    5    3    9    4    2    4 24.372907 0.001984 FAILURE 141
111110100    4    4    0    2    2    1    1    1  7.330237 0.501457 SUCCESS 142
111110110    2    1    1    2    2    2    0    3  4.662458 0.792968 SUCCESS 143
111111000    4    4    2    3    2    1    2    1  4.192453 0.839356 SUCCESS 144
111111010    4    2    2    2    0    1    2    3  4.851122 0.773363 SUCCESS 145
111111100    5    0    4    3    4    1    2    2  8.554899 0.381222 SUCCESS 146
111111110    4    1    2    2    3    2    0    1  5.635568 0.687978 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    1    0    0    1    0    0    0    1 15.048921 0.058201 SUCCESS   0
000000011    2    4    3    3    2    4    4    3  3.722447 0.881257 SUCCESS   1
000000101    5    2    3    4    2    2    2    6  9.716674 0.285477 SUCCESS   2
000000111    1    3    2    4    4    6    5    3 11.537118 0.173082 SUCCESS   3
000001001    0    1    3    4    5    2    1    4  9.339345 0.314483 SUCCESS   4
000001011    5    2    2    1    2    1    5    3  7.707565 0.462545 SUCCESS   5
000001101    2    2    6    2    2    3    4    3  7.048895 0.531367 SUCCESS   6
000001111    0    2    2    1    4    4    5    0 10.908238 0.206953 SUCCESS   7
000010001    3    2    1    0    3    2    1    1  5.509792 0.701955 SUCCESS   8
000010011    2    0    3    7    5    6    1    5 23.462684 0.002818 FAILURE   9
000010101    3    0    2    4    2    2    2    4  5.039787 0.753315 SUCCESS  10
000010111    3    2    3    3    3    1    3    2  1.713338 0.988575 SUCCESS  11
000011001    2    4    1    1    0    2    0    1  8.773353 0.361775 SUCCESS  12
000011011    4    2    7    3    0    3    3    2 12.980234 0.112531 SUCCESS  13
000011101    1    0    2    2    2    1    3    2  4.662458 0.792968 SUCCESS  14
000011111    2    1    2    1    1    5    2    0  8.114683 0.422349 SUCCESS  15
000100011    3    2    1    2    5    0    2    1  7.393125 0.494871 SUCCESS  16
000100101    1    4    1    2    3    2    0    2  5.635568 0.687978 SUCCESS  17
000100111    3    0    5    4    1    6    3    3 13.043122 0.110374 SUCCESS  18
000101001    3    3    1    1    2    1    3    1  3.940900 0.862416 SUCCESS  19
000101011    1    0    2    2    1    2    3    3  4.725346 0.786488 SUCCESS  20
000101101    6    2    2    2    1    3    3    2  6.860231 0.551785 SUCCESS  21
000101111    4    4    4    0    6    2    3    1 12.132900 0.145372 SUCCESS  22
000110011    1    3    0    1    5    3    2    2  7.456013 0.488323 SUCCESS  23
000110101    3    6    1    1    3    2    5    4 11.348454 0.182726 SUCCESS  24
000110111    4    1    5    2    0    1    1    2  9.087793 0.334944 SUCCESS  25
000111001    0    4    2    4    2    2    1    0  8.177571 0.416320 SUCCESS  26
000111011    1    1    2    0    0    1    3    2  7.863131 0.446953 SUCCESS  27
000111101    3    3    2    1    3    1    5    2  5.102675 0.746548 SUCCESS  28
000111111    1    7    2    2    1    2    2    2 10.971126 0.203341 SUCCESS  29
001000011    2    2    2    2    1    2    1    1  2.967790 0.936363 SUCCESS  30
001000101    3    2    2    2    4    2    2    0  4.066676 0.851058 SUCCESS  31
001000111    1    4    2    2    0    3    1    2  5.635568 0.687978 SUCCESS  32
001001011    1    0    2    5    1    3    2    2  7.393125 0.494871 SUCCESS  33
001001101    2    3    1    3    1    3    0    3  4.851122 0.773363 SUCCESS  34
001001111    3    2    4    1    1    3    5    3  6.075785 0.638743 SUCCESS  35
001010011    4    1    1    0    1    2    1    0  9.557799 0.297443 SUCCESS  36
001010101    3    2    2    5    3    3    1    4  5.291339 0.726032 SUCCESS  37
001010111    2    2    0    1    0    2    3    1  7.078684 0.528168 SUCCESS  38
001011011    4    3    3    6    1    2    4    1  9.590898 0.294921 SUCCESS  39
001011101    5    0    3    0    1    2    5    2 11.755572 0.162447 SUCCESS  40
001011111    6    2    3    2    3    3    2    1  6.923119 0.544950 SUCCESS  41
001100101    2    3    1    2    6    3    1    3  7.707565 0.462545 SUCCESS  42
001100111    1    1    3    4    6    1    2    2  9.339345 0.314483 SUCCESS  43
001101011    4    2    4    4    3    3    4    2  4.632669 0.796018 SUCCESS  44
001101101    0    3    2    2    4    3    3    1  4.976899 0.760042 SUCCESS  45
001101111    6    3    0    4    0    3    1    1 13.450240 0.097269 SUCCESS  46
001110101    2    0    1    4    3    3    0    3  7.393125 0.494871 SUCCESS  47
001110111    2    1    2    1    1    1    0    2  6.168462 0.628368 SUCCESS  48
001111011    2    5    5    1    2    2    1    2  7.644677 0.468925 SUCCESS  49
001111101    0    1    3    1    7    3    3    1 14.360462 0.072841 SUCCESS  50
001111111    2    9    3    3    1    1    1    3 21.390688 0.006179 FAILURE  51
010000011    1    2    2    2    1    2    3    1  3.030678 0.932418 SUCCESS  52
010000111    2    1    2    1    2    0    1    2  5.384016 0.715853 SUCCESS  53
010001011    4    3    2    2    5    3    3    1  5.291339 0.726032 SUCCESS  54
010001111    2    5    3    2    1    3    3    3  4.381117 0.821206 SUCCESS  55
010010011    2    4    1    2    2    1    3    5  5.950009 0.652832 SUCCESS  56
010010111    3    1    3    2    1    1    4    1  4.851122 0.773363 SUCCESS  57
010011011    4    4    2    4    1    2    1    2  5.102675 0.746548 SUCCESS  58
010011111    2    2    4    1    4    4    2    4  5.291339 0.726032 SUCCESS  59
010100011    2    4    3    0    5    2    2    4  7.770453 0.456208 SUCCESS  60
010100111    1    2    0    0    2    3    1    2  7.078684 0.528168 SUCCESS  61
010101011    2    3    3    4    2    4    1    2  3.470895 0.901437 SUCCESS  62
010101111    1    2    1    4    1    1    2    2  4.725346 0.786488 SUCCESS  63
010110011    2    2    5    2    6    4    2    1 10.438232 0.235604 SUCCESS  64
010110111    4    3    0    2    1    0    5    2  9.998015 0.265165 SUCCESS  65
010111011    4    1    3    0    1    2    2    1  6.420015 0.600293 SUCCESS  66
010111111    6    1    2    3    3    2    1    2  7.644677 0.468925 SUCCESS  67
011000111    0    2    1    1    1    2    3    2  5.446904 0.708915 SUCCESS  68
011001111    2    2    2    2    7    1    1    1 11.755572 0.162447 SUCCESS  69
011010111    2    1    2    3    1    2    3    1  3.093566 0.928349 SUCCESS  70
011011111    3    6    0    1    1    2    4    3 11.034014 0.199779 SUCCESS  71
011101111    2    0    2    0    1    3    0    0 11.126691 0.194624 SUCCESS  72
011111111    3    3    3    1    1    1    2    3  3.219342 0.919848 SUCCESS  73
100000000    1    0    0    1    0    0    0    1 15.048921 0.058201 SUCCESS  74
100010000    2    1    2    1    2    1    4    0  6.357126 0.607295 SUCCESS  75
100100000    0    3    5    1    3    2    2    4  7.644677 0.468925 SUCCESS  76
100101000    4    1    2    1    3    1    1    1  5.572680 0.694975 SUCCESS  77
100110000    0    2    2    3    1    2    3    3  4.003788 0.856782 SUCCESS  78
100111000    2    2    0    5    2    1    1    1  8.114683 0.422349 SUCCESS  79
101000000    2    3    1    1    3    1    2    1  3.878012 0.867958 SUCCESS  80
101000100    5    0    2    2    1    0    0    2 11.378243 0.181174 SUCCESS  81
101001000    1    2    2    4    3    2    1    2  3.219342 0.919848 SUCCESS  82
101001100    0    1    4    2    2    0    4    3  8.240459 0.410341 SUCCESS  83
101010000    2    4    3    0    0    2    2    0  8.899129 0.350877 SUCCESS  84
101010100    2    1    1    2    3    2    1    3  3.093566 0.928349 SUCCESS  85
101011000    1    2    2    1    1    2    1    1  4.536682 0.805752 SUCCESS  86
101011100    0    2    0    3    0    2    4    2  8.899129 0.350877 SUCCESS  87
101100000    1    2    3    4    1    1    1    2  4.788234 0.779952 SUCCESS  88
101100100    2    2    4    0    3    6    1    4 11.159790 0.192809 SUCCESS  89
101101000    5    3    1    2    1    1    5    0 10.908238 0.206953 SUCCESS  90
101101100    3    4    1    7    4    4    1    5 16.684011 0.033573 SUCCESS  91
101110000    1    2    3    1    1    1    0    2  6.231350 0.621335 SUCCESS  92
101110100    2    0    3    2    3    1    2    2  3.940900 0.862416 SUCCESS  93
101111000    2    2    1    0    2    1    0    2  7.015796 0.534929 SUCCESS  94
101111100    2    3    1    3    0    3    4    1  5.761345 0.673945 SUCCESS  95
110000000    0    0    0    3    1    1    1    1 11.063803 0.198110 SUCCESS  96
110000010    2    1    2    0    3    2    2    1  4.662458 0.792968 SUCCESS  97
110000100    3    4    0    3    4    2    2    2  5.102675 0.746548 SUCCESS  98
110001000    3    2    2    3    4    1    5    0  7.644677 0.468925 SUCCESS  99
110001010    1    2    0    3    1    2    2    3  4.725346 0.786488 SUCCESS 100
110010000    2    2    5    2    2    4    1    5  7.833341 0.449917 SUCCESS 101
110010010    1    2    0    0    0    4    1    0 12.821359 0.118146 SUCCESS 102
110010100    5    2    2    0    2    1    2    2  6.545791 0.586333 SUCCESS 103
110011000    2    3    1    2    3    2    3    2  1.587562 0.991157 SUCCESS 104
110011010    0    2    7    2    3    2    1    4 13.638904 0.091676 SUCCESS 105
110100000    2    2    1    1    2    4    4    1  4.914011 0.766726 SUCCESS 106
110100010    3    1    1    3    2    1    3    1  3.940900 0.862416 SUCCESS 107
110100100    2    1    2    5    1    1    1    0  8.899129 0.350877 SUCCESS 108
110101000    3    4    5    0    2    1    2    3  7.644677 0.468925 SUCCESS 109
110101010    1    2    2    1    2    3    1    1  3.815124 0.873406 SUCCESS 110
110101100    3    2    4    2    5    3    4    1  6.201561 0.624665 SUCCESS 111
110110000    3    2    2    4    2    1    1    4  4.192453 0.839356 SUCCESS 112
110110010    1    1    2    1    2    6    1    3  9.150681 0.329745 SUCCESS 113
110110100    3    2    2    3    2    1    1    0  4.725346 0.786488 SUCCESS 114
110111000    2    2    4    1    1    3    2    2  3.219342 0.919848 SUCCESS 115
110111010    2    1    6    3    3    0    2    1 10.060903 0.260777 SUCCESS 116
110111100    4    2    1    1    1    1    2    3  4.788234 0.779952 SUCCESS 117
111000000    0    2    1    4    1    1    2    3  6.420015 0.600293 SUCCESS 118
111000010    5    1    1    3    2    1    3    2  5.824233 0.666913 SUCCESS 119
111000100    1    2    0    3    3    4    5    0 10.060903 0.260777 SUCCESS 120
111000110    2    2    1    2    3    3    2    3  1.587562 0.991157 SUCCESS 121
111001000    0    0    1    1    1    3    2    1  8.647577 0.372892 SUCCESS 122
111001010    6    2    1    2    1    1    3    0 10.782461 0.214332 SUCCESS 123
111001100    2    1    2    3    7    2    3    2 10.312456 0.243777 SUCCESS 124
111010000    1    0    1    1    3    3    1    3  6.357126 0.607295 SUCCESS 125
111010010    4    2    5    3    1    1    2    0  8.366235 0.398537 SUCCESS 126
111010100    3    1    4    2    2    2    2    2  2.434896 0.964698 SUCCESS 127
111010110    2    1    2    2    2    1    3    3  2.309120 0.970039 SUCCESS 128
111011000    1    0    1    1    1    2    2    2  6.168462 0.628368 SUCCESS 129
111011010    3    3    2    2    1    0    2    3  4.003788 0.856782 SUCCESS 130
111011100    3    3    2    1    2    2    2    3  1.587562 0.991157 SUCCESS 131
111100000    0    0    1    3    1    2    1    2  7.863131 0.446953 SUCCESS 132
111100010    2    2    0    1    2    2    4    1  5.572680 0.694975 SUCCESS 133
111100100    1    2    2    1    1    4    3    0  6.420015 0.600293 SUCCESS 134
111100110    1    2    1    2    5    3    0    3  7.456013 0.488323 SUCCESS 135
111101000    3    4    0    1    4    4    2    3  6.860231 0.551785 SUCCESS 136
111101010    3    3    4    2    3    3    1    1  3.408006 0.906211 SUCCESS 137
111101100    0    1    2    2    2    6    0    2 11.566907 0.171598 SUCCESS 138
111101110    2    2    3    1    5    1    3    1  5.824233 0.666913 SUCCESS 139
111110000    3    0    2    3    0    3    2    1  6.420015 0.600293 SUCCESS 140
111110010    4    4    1    0    1    4    3    1  8.366235 0.398537 SUCCESS 141
111110100    5    4    0    3    2    4    4    3  8.806452 0.358886 SUCCESS 142
111110110    0    4    1    1    1    3    1    1  7.988907 0.434555 SUCCESS 143
111111000    3    3    2    0    1    1    2    0  7.141573 0.521438 SUCCESS 144
111111010    6    5    2    1    0    2    1    4 13.638904 0.091676 SUCCESS 145
111111100    3    7    1    3    1    1    0    2 14.297574 0.074331 SUCCESS 146
111111110    3    3    2    1    1    1    2    3  3.156454 0.924159 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    1    1    3    0    1    0    2    1  8.647577 0.372892 SUCCESS   0
000000011    4    2    5    4    2    2    2    7 14.079121 0.079726 SUCCESS   1
000000101    3    2    1    1    3    3    1    2  3.156454 0.924159 SUCCESS   2
000000111    5    3    4    4    1    1    5    6 14.989343 0.059353 SUCCESS   3
000001001    2    2    4    2    1    1    0    0  7.988907 0.434555 SUCCESS   4
000001011    3    4    1    1    3    2    4    5  6.986007 0.538143 SUCCESS   5
000001101    2    1    3    7    1    4    2    1 12.791570 0.119225 SUCCESS   6
000001111    2    4    3    6    3    2    5    3  9.842450 0.276259 SUCCESS   7
000010001    2    0    3    0    1    4    1    0 10.468021 0.233700 SUCCESS   8
000010011    4    3    4    1    3    1    2    1  5.039787 0.753315 SUCCESS   9
000010101    1    1    2    3    2    3    1    2  3.093566 0.928349 SUCCESS  10
000010111    2    3    1    3    3    4    3    6  7.959118 0.437474 SUCCESS  11
000011001    2    2    2    2    1    0    1    4  5.572680 0.694975 SUCCESS  12
000011011    3    3    3    7    2    6    3    1 15.773789 0.045735 SUCCESS  13
000011101    2    1    4    2    1    1    1    3  4.788234 0.779952 SUCCESS  14
000011111    2    3    5    2    1    1    3    2  5.039787 0.753315 SUCCESS  15
000100011    2    5    2    1    1    5    1    1  9.213569 0.324601 SUCCESS  16
000100101    0    4    2    3    5    5    2    1 10.312456 0.243777 SUCCESS  17
000100111    5    6    0    1    4    2    4    3 13.890457 0.084666 SUCCESS  18
000101001    1    2    2    2    1    3    2    2  2.246232 0.972517 SUCCESS  19
000101011    4    2    2    2    1    2    3    2  2.434896 0.964698 SUCCESS  20
000101101    4    1    0    2    3    1    2    2  5.635568 0.687978 SUCCESS  21
000101111    3    2    1    1    3    2    4    2  3.282230 0.915418 SUCCESS  22
000110011    3    2    5    1    1    2    0    1  8.177571 0.416320 SUCCESS  23
000110101    2    0    3    1    5    3    3    2  6.734455 0.565535 SUCCESS  24
000110111    0    1    3    8    0    5    2    1 22.896692 0.003499 FAILURE  25
000111001    5    1    1    2    2    2    2    3  4.976899 0.760042 SUCCESS  26
000111011    4    2    2    3    2    1    2    6  7.770453 0.456208 SUCCESS  27
000111101    2    4    2    1    3    0    3    0  7.330237 0.501457 SUCCESS  28
000111111    2    3    2    2    4    2    3    4  2.686448 0.952469 SUCCESS  29
001000011    1    6    2    1    4    1    3    2  9.339345 0.314483 SUCCESS  30
001000101    3    0    3    4    1    2    3    3  5.039787 0.753315 SUCCESS  31
