		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
011111111   14   18   21   22   14   16   16   14 737.652829 0.000000 FAILURE  73
100000000    0    0    1    0    0    0    0    0 18.312482 0.019002 SUCCESS  74
100010000    2    0    0    0    0    0    0    0 17.528036 0.025057 SUCCESS  75
100100000    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  76
100101000    1    1    0    0    1    0    0    0 15.048921 0.058201 SUCCESS  77
100110000    0    0    1    1    1    1    0    0 13.417141 0.098280 SUCCESS  78
100111000    0    1    0    0    2    1    0    0 14.264475 0.075127 SUCCESS  79
101000000    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  80
101000100    1    0    0    0    0    0    0    1 16.680701 0.033611 SUCCESS  81
101001000    0    0    0    0    0    1    1    0 16.680701 0.033611 SUCCESS  82
101001100    0    0    0    2    3    2    1    0 11.126691 0.194624 SUCCESS  83
101010000    1    0    0    0    0    1    0    1 15.048921 0.058201 SUCCESS  84
101010100    1    1    0    1    0    1    0    2 11.000915 0.201647 SUCCESS  85
101011000    0    0    0    1    1    0    0    0 16.680701 0.033611 SUCCESS  86
101011100    1    1    4    1    1    2    2    1  5.509792 0.701955 SUCCESS  87
101100000    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  88
101100100    2    1    2    2    1    0    0    1  7.800242 0.453223 SUCCESS  89
101101000    1    1    0    3    0    0    1    0 12.695583 0.122762 SUCCESS  90
101101100    1    3    2    4    2    4    5    4  7.111783 0.524622 SUCCESS  91
101110000    0    1    0    0    0    2    0    0 15.896255 0.043889 SUCCESS  92
101110100    2    4    3    3    4    2    2    1  3.470895 0.901437 SUCCESS  93
101111000    0    0    3    1    2    1    0    0 11.911137 0.155213 SUCCESS  94
101111100    6    3    6    1    2    3    7    4 21.956680 0.004997 FAILURE  95
110000000    0    0    1    0    0    0    0    0 18.312482 0.019002 SUCCESS  96
110000010    0    0    1    0    0    1    0    1 15.048921 0.058201 SUCCESS  97
110000100    1    0    0    0    1    1    0    0 15.048921 0.058201 SUCCESS  98
110001000    1    0    0    0    0    1    0    0 16.680701 0.033611 SUCCESS  99
110001010    0    0    0    1    2    1    1    0 12.632695 0.125128 SUCCESS 100
110010000    0    1    0    0    0    0    1    0 16.680701 0.033611 SUCCESS 101
110010010    3    0    2    0    1    1    1    0 10.279357 0.245964 SUCCESS 102
110010100    0    3    1    2    0    0    1    0 11.911137 0.155213 SUCCESS 103
110011000    2    0    1    3    1    0    0    0 11.911137 0.155213 SUCCESS 104
110011010    3    2    2    0    0    3    0    1  8.773353 0.361775 SUCCESS 105
110100000    1    0    0    0    0    0    0    0 18.312482 0.019002 SUCCESS 106
110100010    1    0    0    1    0    0    0    1 15.048921 0.058201 SUCCESS 107
110100100    0    0    1    0    0    2    1    1 12.632695 0.125128 SUCCESS 108
110101000    2    0    0    0    0    1    0    2 13.480029 0.096366 SUCCESS 109
110101010    1    4    2    4    1    2    1    2  4.914011 0.766726 SUCCESS 110
110101100    2    2    1    3    1    0    1    0  7.863131 0.446953 SUCCESS 111
110110000    2    0    0    0    2    0    2    0 12.695583 0.122762 SUCCESS 112
110110010    2    2    1    4    1    1    1    3  4.788234 0.779952 SUCCESS 113
110110100    2    3    2    4    2    4    1    1  4.192453 0.839356 SUCCESS 114
110111000    0    1    0    2    0    2    1    3  9.494911 0.302279 SUCCESS 115
110111010    3    7    5    4    7    5    3    8 37.837576 0.000008 FAILURE 116
110111100    1    4    4    1    5    4    2    3  7.896229 0.443672 SUCCESS 117
111000000    0    1    0    1    0    0    0    0 16.680701 0.033611 SUCCESS 118
111000010    0    0    1    0    1    2    0    0 14.264475 0.075127 SUCCESS 119
111000100    0    2    0    1    0    1    0    0 14.264475 0.075127 SUCCESS 120
111000110    1    0    1    0    3    0    1    0 12.695583 0.122762 SUCCESS 121
111001000    0    1    1    0    0    0    1    1 13.417141 0.098280 SUCCESS 122
111001010    0    3    3    2    1    0    1    0  9.557799 0.297443 SUCCESS 123
111001100    2    2    2    4    2    0    2    2  4.003788 0.856782 SUCCESS 124
111010000    1    0    0    0    0    1    0    1 15.048921 0.058201 SUCCESS 125
111010010    1    1    1    0    3    2    2    1  6.231350 0.621335 SUCCESS 126
111010100    2    1    1    0    0    3    1    5 10.593797 0.225794 SUCCESS 127
111010110    4    2    7    4    4    3    3    5 15.178007 0.055775 SUCCESS 128
111011000    2    3    2    1    4    2    4    0  5.824233 0.666913 SUCCESS 129
111011010    1    5    4    4    5   10    4    3 34.070911 0.000039 FAILURE 130
111011100    1    2    0    3    3    1    1    7 14.297574 0.074331 SUCCESS 131
111100000    0    0    1    1    1    0    1    1 11.785361 0.161041 SUCCESS 132
111100010    2    1    1    1    1    1    3    1  5.384016 0.715853 SUCCESS 133
111100100    1    1    2    0    1    3    1    4  7.204461 0.514742 SUCCESS 134
111100110    7    4    4    5    5    4    3    3 17.908674 0.021922 SUCCESS 135
111101000    5    1    3    0    0    1    1    2 10.593797 0.225794 SUCCESS 136
111101010    5    2    4    4    5    6    4    6 19.666230 0.011675 SUCCESS 137
111101100    6    6    2    9    5    3    5    3 35.106909 0.000026 FAILURE 138
111101110    8    8    7    6   11   10    5   14 155.620331 0.000000 FAILURE 139
111110000    1    1    1    2    0    2    2    1  6.168462 0.628368 SUCCESS 140
111110010    3    4    4    6    4    3    7    4 18.756008 0.016220 SUCCESS 141
111110100    6    2    4    1    3    6    2    5 15.836677 0.044778 SUCCESS 142
111110110    5   10    7   15    8   11   12    8 199.274589 0.000000 FAILURE 143
111111000    5    2    4    4    1    3    6    2 11.474230 0.176249 SUCCESS 144
111111010   10    4   14   10    5    7    8    6 136.664540 0.000000 FAILURE 145
111111100    8    5    7    9    9   10    6    5 93.983392 0.000000 FAILURE 146
111111110   14   17   21   22   14   16   16   15 735.110827 0.000000 FAILURE 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS   0
000000011    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS   1
000000101    0    0    0    0    0    1    1    0 16.680701 0.033611 SUCCESS   2
000000111    1    0    0    0    1    0    0    0 16.680701 0.033611 SUCCESS   3
000001001    0    0    0    1    0    0    0    0 18.312482 0.019002 SUCCESS   4
000001011    0    0    0    0    1    0    1    0 16.680701 0.033611 SUCCESS   5
000001101    0    1    0    0    0    0    0    0 18.312482 0.019002 SUCCESS   6
000001111    1    0    0    0    1    0    0    1 15.048921 0.058201 SUCCESS   7
000010001    0    2    0    0    0    0    0    0 17.528036 0.025057 SUCCESS   8
000010011    1    0    1    1    3    0    0    0 12.695583 0.122762 SUCCESS   9
000010101    0    0    1    0    1    2    1    0 12.632695 0.125128 SUCCESS  10
000010111    0    0    0    0    0    0    2    0 17.528036 0.025057 SUCCESS  11
000011001    0    1    0    1    0    0    0    2 14.264475 0.075127 SUCCESS  12
000011011    1    1    1    0    0    0    0    1 13.417141 0.098280 SUCCESS  13
000011101    1    0    0    1    0    0    1    0 15.048921 0.058201 SUCCESS  14
000011111    1    0    0    1    2    2    1    2  7.800242 0.453223 SUCCESS  15
000100011    0    2    0    1    0    0    0    0 15.896255 0.043889 SUCCESS  16
000100101    2    1    0    0    1    0    1    0 12.632695 0.125128 SUCCESS  17
000100111    0    1    3    1    3    0    0    0 11.974025 0.152367 SUCCESS  18
000101001    1    0    0    1    0    0    0    0 16.680701 0.033611 SUCCESS  19
000101011    0    0    1    0    0    2    1    0 14.264475 0.075127 SUCCESS  20
000101101    0    0    0    0    1    1    2    1 12.632695 0.125128 SUCCESS  21
000101111    2    0    1    0    0    1    0    1 12.632695 0.125128 SUCCESS  22
000110011    0    1    1    1    0    0    1    0 13.417141 0.098280 SUCCESS  23
000110101    0    1    0    1    2    1    2    0 10.216469 0.250160 SUCCESS  24
000110111    2    1    1    4    0    2    1    2  6.357126 0.607295 SUCCESS  25
000111001    1    1    2    0    2    0    0    0 11.848249 0.158104 SUCCESS  26
000111011    2    0    2    0    1    0    3    1  9.494911 0.302279 SUCCESS  27
000111101    3    2    1    2    1    0    1    1  6.231350 0.621335 SUCCESS  28
000111111    1    2    3    3    2    3    3    3  1.713338 0.988575 SUCCESS  29
001000011    0    0    0    1    0    0    0    2 15.896255 0.043889 SUCCESS  30
001000101    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  31
001000111    0    3    1    0    0    0    2    0 13.542917 0.094485 SUCCESS  32
001001011    2    3    0    1    1    1    4    2  6.420015 0.600293 SUCCESS  33
001001101    3    0    0    2    1    2    1    0  9.494911 0.302279 SUCCESS  34
001001111    3    2    4    3    1    1    0    1  6.482903 0.593305 SUCCESS  35
001010011    0    1    1    1    1    1    0    0 11.785361 0.161041 SUCCESS  36
001010101    1    0    2    2    1    1    2    0  7.800242 0.453223 SUCCESS  37
001010111    1    3    2    1    2    4    2    1  4.003788 0.856782 SUCCESS  38
001011011    2    2    0    1    2    2    4    1  5.572680 0.694975 SUCCESS  39
001011101    1    1    0    0    2    1    3    9 26.097364 0.001011 FAILURE  40
001011111    4    2    6    2    3    3    4    3  8.084894 0.425222 SUCCESS  41
001100101    0    1    1    1    0    1    0    4 11.974025 0.152367 SUCCESS  42
001100111    0    2    1    0    1    1    1    0 11.000915 0.201647 SUCCESS  43
001101011    2    2    0    5    5    3    2    1  9.339345 0.314483 SUCCESS  44
001101101    3    3    2    2    1    1    5    5  7.770453 0.456208 SUCCESS  45
001101111    6    3    3    3    1    4    4    6 14.204897 0.076579 SUCCESS  46
001110101    1    3    3    2    2    3    3    1  2.434896 0.964698 SUCCESS  47
001110111    4    2    5    1    1    2    4    0  9.276457 0.319514 SUCCESS  48
001111011    7    4    2    7    5    5    2    3 24.687347 0.001756 FAILURE  49
001111101    5    4    7    5    7    4    2    5 28.328236 0.000416 FAILURE  50
001111111    7    4    5    7    7   10    8    6 73.332933 0.000000 FAILURE  51
010000011    0    0    1    0    0    0    0    0 18.312482 0.019002 SUCCESS  52
010000111    1    0    0    1    1    0    0    1 13.417141 0.098280 SUCCESS  53
010001011    1    0    1    0    0    1    1    0 13.417141 0.098280 SUCCESS  54
010001111    1    2    2    2    1    0    1    0  7.800242 0.453223 SUCCESS  55
010010011    1    1    0    2    0    3    0    1 10.279357 0.245964 SUCCESS  56
010010111    4    3    2    2    1    0    3    4  5.887121 0.659874 SUCCESS  57
010011011    5    2    3    2    0    2    4    4  7.770453 0.456208 SUCCESS  58
010011111    2    4    6    6    0    5    0    3 19.884684 0.010781 SUCCESS  59
010100011    0    1    1    1    0    0    0    0 15.048921 0.058201 SUCCESS  60
010100111    1    2    1    2    2    2    1    2  2.967790 0.936363 SUCCESS  61
010101011    2    4    1    4    1    2    3    1  4.976899 0.760042 SUCCESS  62
010101111    3    7    4    3    5    8    6    6 36.990242 0.000012 FAILURE  63
010110011    7    0    3    1    3    4    5    4 17.405569 0.026152 SUCCESS  64
010110111    3    7    7    6    5    6    4    4 33.600905 0.000048 FAILURE  65
010111011    1    3    3    2    4    5    4    7 14.989343 0.059353 SUCCESS  66
010111111    5    9   11    9    6   10   10   10 148.904546 0.000000 FAILURE  67
011000111    3    2    2    2    2    1    0    0  6.294238 0.614310 SUCCESS  68
011001111    3    3    1    3    6    2    3    4  7.959118 0.437474 SUCCESS  69
011010111    4    3    7    6    4    6    2    4 23.055567 0.003294 FAILURE  70
011011111   13    8   13   10    6   11   12    5 210.415709 0.000000 FAILURE  71
011101111    7   12    7    5    7    4    6    8 87.863389 0.000000 FAILURE  72
011111111   20   18   14   23   15   21   18   17 875.612729 0.000000 FAILURE  73
100000000    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  74
100010000    1    0    1    0    0    0    0    0 16.680701 0.033611 SUCCESS  75
100100000    0    0    0    0    0    0    1    0 18.312482 0.019002 SUCCESS  76
100101000    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  77
100110000    0    0    1    0    0    0    1    0 16.680701 0.033611 SUCCESS  78
100111000    1    1    2    1    3    0    0    1  8.647577 0.372892 SUCCESS  79
101000000    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  80
101000100    0    1    0    1    1    0    0    0 15.048921 0.058201 SUCCESS  81
101001000    0    0    0    0    0    0    3    0 17.590924 0.024511 SUCCESS  82
101001100    1    0    0    2    1    0    0    1 12.632695 0.125128 SUCCESS  83
101010000    0    0    0    0    0    0    0    1 18.312482 0.019002 SUCCESS  84
101010100    0    0    1    0    0    1    3    3 11.974025 0.152367 SUCCESS  85
101011000    1    0    2    0    1    0    0    0 14.264475 0.075127 SUCCESS  86
101011100    2    2    2    3    3    1    2    3  1.587562 0.991157 SUCCESS  87
101100000    0    1    0    0    0    0    0    0 18.312482 0.019002 SUCCESS  88
101100100    0    3    0    3    0    3    2    3  8.114683 0.422349 SUCCESS  89
101101000    1    0    1    2    2    0    0    1 10.216469 0.250160 SUCCESS  90
101101100    2    3    1    2    2    3    7    0 12.728682 0.121532 SUCCESS  91
101110000    1    0    0    0    1    0    0    0 16.680701 0.033611 SUCCESS  92
101110100    1    2    2    1    2    3    0    1  5.446904 0.708915 SUCCESS  93
101111000    0    1    3    2    0    2    2    1  7.078684 0.528168 SUCCESS  94
101111100    8    1    8    1    9    5    5    2 52.053592 0.000000 FAILURE  95
110000000    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  96
110000010    0    0    1    0    1    0    0    0 16.680701 0.033611 SUCCESS  97
110000100    1    0    0    0    2    0    0    0 15.896255 0.043889 SUCCESS  98
110001000    1    0    1    0    0    0    0    0 16.680701 0.033611 SUCCESS  99
110001010    0    0    1    2    0    0    1    0 14.264475 0.075127 SUCCESS 100
110010000    0    0    0    1    0    0    1    2 14.264475 0.075127 SUCCESS 101
110010010    1    4    1    2    0    3    2    1  6.420015 0.600293 SUCCESS 102
110010100    0    1    1    1    1    1    0    0 11.785361 0.161041 SUCCESS 103
110011000    1    1    1    1    1    1    1    0  8.521800 0.384225 SUCCESS 104
110011010    1    1    2    3    2    4    2    4  4.192453 0.839356 SUCCESS 105
110100000    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS 106
110100010    1    0    0    1    1    1    0    0 13.417141 0.098280 SUCCESS 107
110100100    0    0    0    1    0    2    3    3 11.189579 0.191187 SUCCESS 108
110101000    0    2    1    1    0    0    0    0 14.264475 0.075127 SUCCESS 109
110101010    1    4    0    2    0    2    4    4  9.150681 0.329745 SUCCESS 110
110101100    3    1    2    1    1    2    1    2  3.815124 0.873406 SUCCESS 111
110110000    1    2    0    0    1    1    2    2  7.800242 0.453223 SUCCESS 112
110110010    1    2    1    5    3    3    4    2  6.012897 0.645787 SUCCESS 113
110110100    4    0    3    2    3    1    6    1 11.034014 0.199779 SUCCESS 114
110111000    2    2    2    1    1    1    1    3  3.815124 0.873406 SUCCESS 115
110111010    1    3    8    4    4    6    5    4 25.534681 0.001261 FAILURE 116
110111100    4    3    2    4    1    2    4    7 13.168899 0.106169 SUCCESS 117
111000000    1    0    0    0    1    1    0    0 15.048921 0.058201 SUCCESS 118
111000010    1    0    0    0    2    0    1    0 14.264475 0.075127 SUCCESS 119
111000100    1    1    2    0    1    0    0    0 12.632695 0.125128 SUCCESS 120
111000110    0    3    1    2    1    1    3    5  8.240459 0.410341 SUCCESS 121
111001000    0    0    2    0    0    0    0    1 15.896255 0.043889 SUCCESS 122
111001010    1    3    3    1    1    2    1    0  6.294238 0.614310 SUCCESS 123
111001100    1    1    3    1    1    1    1    0  7.800242 0.453223 SUCCESS 124
111010000    2    2    0    0    1    1    0    0 11.848249 0.158104 SUCCESS 125
111010010    3    1    2    1    1    3    1    5  6.608679 0.579380 SUCCESS 126
111010100    0    4    2    2    3    1    1    2  5.635568 0.687978 SUCCESS 127
111010110    2    6    8    4    2    4    4    3 22.019568 0.004880 FAILURE 128
111011000    1    1    0    1    2    1    1    2  6.952908 0.541722 SUCCESS 129
111011010    7    5    7    5    5    4    5    7 38.873574 0.000005 FAILURE 130
111011100    3    3    2    2    1    3    3    6  6.986007 0.538143 SUCCESS 131
111100000    0    0    1    1    1    1    0    1 11.785361 0.161041 SUCCESS 132
111100010    2    0    2    1    0    2    2    1  7.015796 0.534929 SUCCESS 133
111100100    2    2    3    1    0    1    1    2  5.446904 0.708915 SUCCESS 134
111100110    4    2    3    4    3    1    7    3 12.321564 0.137423 SUCCESS 135
111101000    3    2    1    2    2    2    0    0  6.294238 0.614310 SUCCESS 136
111101010    2    6    3    5    8    5    3    7 33.412241 0.000052 FAILURE 137
111101100    4    5    2    6    4    6    1    6 22.082457 0.004765 FAILURE 138
111101110    6    7    7    7    8    5    6    9 71.701152 0.000000 FAILURE 139
111110000    2    0    0    1    3    2    1    1  7.863131 0.446953 SUCCESS 140
111110010    5    3    6    1    3    3    6    4 15.962453 0.042921 SUCCESS 141
111110100    7    4    4    4    3    2    2    3 12.447341 0.132333 SUCCESS 142
111110110    5   11   13   10    9   14    7   11 220.709495 0.000000 FAILURE 143
111111000    1    2    0    3    4    3    7    4 14.674903 0.065784 SUCCESS 144
111111010    9   10    7    8    6    7    4    6 85.384275 0.000000 FAILURE 145
111111100    9    9    4    7    6    9   14    9 145.326545 0.000000 FAILURE 146
111111110   20   18   14   23   15   21   18   17 875.612729 0.000000 FAILURE 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS   0
000000011    0    0    0    1    0    0    0    0 18.312482 0.019002 SUCCESS   1
000000101    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS   2
000000111    0    0    1    1    0    0    0    1 15.048921 0.058201 SUCCESS   3
000001001    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS   4
000001011    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS   5
000001101    0    1    0    0    0    0    1    0 16.680701 0.033611 SUCCESS   6
000001111    1    0    1    1    0    0    0    0 15.048921 0.058201 SUCCESS   7
000010001    0    0    0    0    0    0    1    0 18.312482 0.019002 SUCCESS   8
000010011    0    0    0    0    1    0    0    0 18.312482 0.019002 SUCCESS   9
000010101    0    0    0    1    0    1    0    1 15.048921 0.058201 SUCCESS  10
000010111    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  11
000011001    0    0    1    0    1    0    0    0 16.680701 0.033611 SUCCESS  12
000011011    0    1    0    1    0    0    1    2 12.632695 0.125128 SUCCESS  13
000011101    1    0    0    0    0    1    0    1 15.048921 0.058201 SUCCESS  14
000011111    2    0    2    3    1    1    3    2  4.725346 0.786488 SUCCESS  15
000100011    0    0    0    0    0    0    3    0 17.590924 0.024511 SUCCESS  16
000100101    0    0    0    1    0    0    1    1 15.048921 0.058201 SUCCESS  17
000100111    0    3    0    0    2    0    0    1 13.542917 0.094485 SUCCESS  18
000101001    0    2    1    2    1    0    0    0 11.848249 0.158104 SUCCESS  19
000101011    1    0    0    1    0    0    0    1 15.048921 0.058201 SUCCESS  20
000101101    1    1    3    0    0    0    0    0 14.327363 0.073622 SUCCESS  21
000101111    0    1    0    3    2    1    1    0 10.279357 0.245964 SUCCESS  22
000110011    0    0    1    0    0    1    1    1 13.417141 0.098280 SUCCESS  23
000110101    0    2    1    1    0    1    2    1  8.584688 0.378532 SUCCESS  24
000110111    3    1    1    2    3    1    1    2  3.878012 0.867958 SUCCESS  25
000111001    1    2    1    0    0    1    2    0 10.216469 0.250160 SUCCESS  26
000111011    1    1    1    0    2    4    1    4  8.114683 0.422349 SUCCESS  27
000111101    3    1    3    3    1    2    1    0  5.572680 0.694975 SUCCESS  28
000111111    2    1    3    6    4    5    6    3 15.899565 0.043840 SUCCESS  29
001000011    1    0    0    0    0    0    0    0 18.312482 0.019002 SUCCESS  30
001000101    0    0    1    1    0    0    0    0 16.680701 0.033611 SUCCESS  31
001000111    1    0    0    0    0    1    3    0 14.327363 0.073622 SUCCESS  32
001001011    1    3    0    1    0    1    1    1  9.432023 0.307171 SUCCESS  33
001001101    0    0    2    1    2    1    1    1  8.584688 0.378532 SUCCESS  34
001001111    3    6    2    0    2    3    2    2  8.492011 0.386941 SUCCESS  35
001010011    0    2    3    1    1    1    1    1  7.015796 0.534929 SUCCESS  36
001010101    1    0    1    0    1    2    1    1  9.369135 0.312119 SUCCESS  37
001010111    2    1    3    2    1    1    5    2  5.761345 0.673945 SUCCESS  38
001011011    4    3    1    2    3    2    0    1  5.698457 0.680967 SUCCESS  39
001011101    1    3    2    1    3    1    2    1  3.878012 0.867958 SUCCESS  40
001011111    1    5    5    8    4    6    2    1 27.040685 0.000696 FAILURE  41
001100101    1    1    0    0    3    1    0    1 11.063803 0.198110 SUCCESS  42
001100111    2    0    2    2    0    1    3    5  9.024905 0.340199 SUCCESS  43
001101011    2    5    1    5    3    3    2    3  7.048895 0.531367 SUCCESS  44
001101101    2    3    4    1    1    1    2    0  6.420015 0.600293 SUCCESS  45
001101111    4    3    2    1    3    6    2    2  7.833341 0.449917 SUCCESS  46
001110101    1    0    2    2    5    1    2    2  7.330237 0.501457 SUCCESS  47
001110111    6    4    3    0    4    7    3    7 28.013796 0.000472 FAILURE  48
001111011    3    6    3    8    1    5    5    3 25.471793 0.001293 FAILURE  49
001111101    3    2    5    3    4    4    4    6 11.725783 0.163865 SUCCESS  50
001111111    5    9    6    8    7   10    8    7 94.893615 0.000000 FAILURE  51
010000011    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  52
010000111    1    0    0    0    1    1    1    1 11.785361 0.161041 SUCCESS  53
010001011    1    0    1    1    0    1    1    0 11.785361 0.161041 SUCCESS  54
010001111    2    1    1    3    1    3    3    1  3.940900 0.862416 SUCCESS  55
010010011    2    2    1    1    1    1    3    1  4.599570 0.799391 SUCCESS  56
010010111    1    3    2    6    4    2    1    1  9.339345 0.314483 SUCCESS  57
010011011    3    3    4    1    2    4    2    1  4.255341 0.833382 SUCCESS  58
010011111    2    6    7    3    4    1    6    7 30.681574 0.000160 FAILURE  59
010100011    0    3    0    0    1    0    1    0 14.327363 0.073622 SUCCESS  60
010100111    0    2    6    3    2    1    4    2 10.186680 0.252167 SUCCESS  61
010101011    3    1    2    0    5    3    0    2  9.087793 0.334944 SUCCESS  62
010101111    5    5    6    5    4    5    4    4 19.792006 0.011152 SUCCESS  63
010110011    0    1    1    3    2    4    2    1  6.420015 0.600293 SUCCESS  64
010110111    8    7    3    5    4    4    1    2 28.013796 0.000472 FAILURE  65
010111011    3    3   11    7    6    1    5    2 49.448701 0.000000 FAILURE  66
010111111    7    9    7   12    8    8   10    8 138.673648 0.000000 FAILURE  67
011000111    3    1    4    0    2    4    2    2  5.824233 0.666913 SUCCESS  68
011001111    1    2    4    4    2    7    4    4 14.079121 0.079726 SUCCESS  69
011010111    4    7    3    5    5    4    5    4 20.576453 0.008362 FAILURE  70
011011111   12    9    9    8   11   12    5    3 161.551670 0.000000 FAILURE  71
011101111   10    8    7    3    9    8    8   12 129.948755 0.000000 FAILURE  72
011111111   14   16   17   20   17   13   16   23 750.425729 0.000000 FAILURE  73
100000000    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  74
100010000    1    0    0    0    0    0    0    0 18.312482 0.019002 SUCCESS  75
100100000    0    0    0    0    0    0    0    1 18.312482 0.019002 SUCCESS  76
100101000    0    0    0    0    0    1    1    1 15.048921 0.058201 SUCCESS  77
100110000    0    1    0    0    0    0    1    0 16.680701 0.033611 SUCCESS  78
100111000    0    0    0    2    0    1    1    0 14.264475 0.075127 SUCCESS  79
101000000    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  80
101000100    0    1    0    0    0    0    1    0 16.680701 0.033611 SUCCESS  81
101001000    0    0    0    0    0    1    2    1 14.264475 0.075127 SUCCESS  82
101001100    2    1    1    1    2    0    0    3  7.863131 0.446953 SUCCESS  83
101010000    0    0    0    1    0    0    1    1 15.048921 0.058201 SUCCESS  84
101010100    1    1    1    0    0    1    2    2  8.584688 0.378532 SUCCESS  85
101011000    3    2    1    1    0    2    0    0  9.494911 0.302279 SUCCESS  86
101011100    1    4    2    1    3    1    2    1  4.788234 0.779952 SUCCESS  87
101100000    1    0    1    0    0    1    0    0 15.048921 0.058201 SUCCESS  88
101100100    2    1    1    1    1    2    1    1  5.321128 0.722767 SUCCESS  89
101101000    2    1    0    0    0    1    0    0 14.264475 0.075127 SUCCESS  90
101101100    4    1    3    1    1    3    3    2  4.129564 0.845248 SUCCESS  91
101110000    0    0    0    1    1    0    0    1 15.048921 0.058201 SUCCESS  92
101110100    4    1    3    5    3    2    2    1  6.012897 0.645787 SUCCESS  93
101111000    0    1    2    1    0    1    0    3 10.279357 0.245964 SUCCESS  94
101111100    9    7    4    5    4    2    5    1 35.828467 0.000019 FAILURE  95
110000000    0    0    0    1    0    0    0    0 18.312482 0.019002 SUCCESS  96
110000010    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  97
110000100    0    0    0    0    0    0    1    0 18.312482 0.019002 SUCCESS  98
110001000    1    0    0    0    0    0    1    0 16.680701 0.033611 SUCCESS  99
110001010    2    2    2    1    1    0    1    0  7.800242 0.453223 SUCCESS 100
110010000    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS 101
110010010    1    2    2    0    0    3    1    0  9.494911 0.302279 SUCCESS 102
110010100    0    0    2    1    2    1    2    1  7.800242 0.453223 SUCCESS 103
110011000    1    2    0    0    1    2    2    1  7.800242 0.453223 SUCCESS 104
110011010    2    2    1    5    4    2    2    2  5.102675 0.746548 SUCCESS 105
110100000    0    0    0    1    0    0    0    0 18.312482 0.019002 SUCCESS 106
110100010    1    1    0    0    0    0    2    0 14.264475 0.075127 SUCCESS 107
110100100    0    2    0    1    1    0    2    2  9.432023 0.307171 SUCCESS 108
110101000    0    3    0    0    1    0    1    0 14.327363 0.073622 SUCCESS 109
110101010    3    2    2    0    4    2    1    3  4.914011 0.766726 SUCCESS 110
110101100    3    3    2    3    2    4    2    2  1.776226 0.987120 SUCCESS 111
110110000    0    0    0    1    0    1    1    2 12.632695 0.125128 SUCCESS 112
110110010    2    4    3    0    3    3    3    1  5.039787 0.753315 SUCCESS 113
110110100    3    1    2    2    1    1    1    5  6.545791 0.586333 SUCCESS 114
110111000    2    0    1    2    4    1    0    3  8.051795 0.428427 SUCCESS 115
110111010    3    2    4    8    5    7    4    3 27.292238 0.000629 FAILURE 116
110111100    4    2    1    4    2    2    3    3  3.470895 0.901437 SUCCESS 117
111000000    0    0    0    1    1    0    0    0 16.680701 0.033611 SUCCESS 118
111000010    0    0    0    0    0    0    1    1 16.680701 0.033611 SUCCESS 119
111000100    0    0    2    1    2    0    0    2 11.063803 0.198110 SUCCESS 120
